cluster
**Similarity**|**APIV1**|**APIV2**|**comment**
:-----:|:-----:|:-----:|:----:|
1.0|`sklearn.utils._testing/MinimalRegressor/__init__`|`sklearn.utils._testing/MinimalRegressor/__init__`|
1.0|`sklearn.utils._testing/MinimalRegressor/fit`|`sklearn.utils._testing/MinimalRegressor/fit`|
1.0|`sklearn.utils._testing/MinimalRegressor/get_params`|`sklearn.utils._testing/MinimalRegressor/get_params`|
1.0|`sklearn.utils._testing/MinimalRegressor/predict`|`sklearn.utils._testing/MinimalRegressor/predict`|
1.0|`sklearn.utils._testing/MinimalRegressor/score`|`sklearn.utils._testing/MinimalRegressor/score`|
1.0|`sklearn.utils._testing/MinimalRegressor/set_params`|`sklearn.utils._testing/MinimalRegressor/set_params`|
1.0|`sklearn.utils._testing/MinimalTransformer/__init__`|`sklearn.utils._testing/MinimalTransformer/__init__`|
1.0|`sklearn.utils._testing/MinimalTransformer/fit_transform`|`sklearn.utils._testing/MinimalTransformer/fit_transform`|
1.0|`sklearn.utils._testing/MinimalTransformer/get_params`|`sklearn.utils._testing/MinimalTransformer/get_params`|
1.0|`sklearn.utils._testing/MinimalTransformer/set_params`|`sklearn.utils._testing/MinimalTransformer/set_params`|
1.0|`sklearn.utils._testing/MinimalTransformer/transform`|`sklearn.utils._testing/MinimalTransformer/transform`|
1.0|`sklearn.utils._testing/TempMemmap/__enter__`|`sklearn.utils._testing/TempMemmap/__enter__`|
1.0|`sklearn.utils._testing/TempMemmap/__exit__`|`sklearn.utils._testing/TempMemmap/__exit__`|
1.0|`sklearn.utils._testing/TempMemmap/__init__`|`sklearn.utils._testing/TempMemmap/__init__`|
1.0|`sklearn.utils._testing/_IgnoreWarnings/__call__`|`sklearn.utils._testing/_IgnoreWarnings/__call__`|
1.0|`sklearn.utils._testing/_IgnoreWarnings/__enter__`|`sklearn.utils._testing/_IgnoreWarnings/__enter__`|
1.0|`sklearn.utils._testing/_IgnoreWarnings/__exit__`|`sklearn.utils._testing/_IgnoreWarnings/__exit__`|
1.0|`sklearn.utils._testing/_IgnoreWarnings/__init__`|`sklearn.utils._testing/_IgnoreWarnings/__init__`|
1.0|`sklearn.utils._testing/_IgnoreWarnings/__repr__`|`sklearn.utils._testing/_IgnoreWarnings/__repr__`|
1.0|`sklearn.utils._testing/_Raises/__exit__`|`sklearn.utils._testing/_Raises/__exit__`|
1.0|`sklearn.utils._testing/_Raises/__init__`|`sklearn.utils._testing/_Raises/__init__`|
1.0|`sklearn.utils.deprecation/deprecated/__call__`|`sklearn.utils.deprecation/deprecated/__call__`|
1.0|`sklearn.utils.deprecation/deprecated/__init__`|`sklearn.utils.deprecation/deprecated/__init__`|
1.0|`sklearn.utils.estimator_checks/_NotAnArray/__array__`|`sklearn.utils.estimator_checks/_NotAnArray/__array__`|
1.0|`sklearn.utils.estimator_checks/_NotAnArray/__array_function__`|`sklearn.utils.estimator_checks/_NotAnArray/__array_function__`|
1.0|`sklearn.utils.estimator_checks/_NotAnArray/__init__`|`sklearn.utils.estimator_checks/_NotAnArray/__init__`|
1.0|`sklearn.utils.metaestimators/_BaseComposition/__init__`|`sklearn.utils.metaestimators/_BaseComposition/__init__`|
1.0|`sklearn.utils.metaestimators/_BaseComposition/_replace_estimator`|`sklearn.utils.metaestimators/_BaseComposition/_replace_estimator`|
0.9881|`sklearn.utils._pprint/_EstimatorPrettyPrinter/__init__`|`sklearn.utils._pprint/_EstimatorPrettyPrinter/__init__`|
0.9875|`sklearn.utils.deprecation/deprecated/_decorate_class`|`sklearn.utils.deprecation/deprecated/_decorate_class`|
0.9868|`sklearn.utils.deprecation/deprecated/_decorate_fun`|`sklearn.utils.deprecation/deprecated/_decorate_fun`|
0.9773|`sklearn.utils.deprecation/deprecated/_decorate_property`|`sklearn.utils.deprecation/deprecated/_decorate_property`|
0.95|`sklearn.utils._testing/MinimalTransformer/fit`|`sklearn.utils._testing/MinimalTransformer/fit`|
0.9365|`sklearn.utils._mocking/CheckingClassifier/__init__`|`sklearn.utils._mocking/CheckingClassifier/__init__`|
0.9219|`sklearn.utils.metaestimators/_BaseComposition/_validate_names`|`sklearn.utils.metaestimators/_BaseComposition/_validate_names`|
0.8981|`sklearn.utils._mocking/CheckingClassifier/score`|`sklearn.utils._mocking/CheckingClassifier/score`|
0.875|`sklearn.utils.metaestimators/_BaseComposition/_get_params`|`sklearn.utils.metaestimators/_BaseComposition/_get_params`|
0.869|`sklearn.utils.metaestimators/_BaseComposition/_set_params`|`sklearn.utils.metaestimators/_BaseComposition/_set_params`|
0.8457|`sklearn.utils._mocking/CheckingClassifier/fit`|`sklearn.utils._mocking/CheckingClassifier/fit`|
0.8438|`sklearn.utils.metaestimators/_IffHasAttrDescriptor/__init__`|`sklearn.utils.metaestimators/_IffHasAttrDescriptor/__init__`|
0.7375|`sklearn.utils/Bunch/__dir__`|`sklearn.utils._bunch/Bunch/__dir__`|
0.7375|`sklearn.utils/Bunch/__getattr__`|`sklearn.utils._bunch/Bunch/__getattr__`|
0.7375|`sklearn.utils/Bunch/__init__`|`sklearn.utils._bunch/Bunch/__init__`|
0.7375|`sklearn.utils/Bunch/__setattr__`|`sklearn.utils._bunch/Bunch/__setattr__`|
0.7375|`sklearn.utils/Bunch/__setstate__`|`sklearn.utils._bunch/Bunch/__setstate__`|
0.6875|`sklearn.utils.fixes/_FuncWrapper/__init__`|`sklearn.utils.parallel/_FuncWrapper/__init__`|
0.5774|`sklearn.utils.metaestimators/_IffHasAttrDescriptor/__get__`|`sklearn.utils._available_if/_AvailableIfDescriptor/__get__`|
0.5411|`sklearn.utils.fixes/_FuncWrapper/__call__`|`sklearn.utils.parallel/_FuncWrapper/__call__`|
-|`sklearn/sklearn.utils._arpack/_init_arpack_v0`||
-|`sklearn/sklearn.utils._encode/_check_unknown`||
-|`sklearn/sklearn.utils._encode/_encode`||
-|`sklearn/sklearn.utils._encode/_extract_missing`||
-|`sklearn/sklearn.utils._encode/_map_to_integer`||
-|`sklearn/sklearn.utils._encode/_unique`||
-|`sklearn/sklearn.utils._encode/_unique_python`||
-|`sklearn/sklearn.utils._estimator_html_repr/_get_visual_block`||
-|`sklearn/sklearn.utils._estimator_html_repr/_write_estimator_html`||
-|`sklearn/sklearn.utils._estimator_html_repr/_write_label_html`||
-|`sklearn/sklearn.utils._estimator_html_repr/estimator_html_repr`||
-|`sklearn/sklearn.utils._mask/_get_dense_mask`||
-|`sklearn/sklearn.utils._mask/_get_mask`||
-|`sklearn/sklearn.utils._pprint/_changed_params`||
-|`sklearn/sklearn.utils._pprint/_safe_repr`||
-|`sklearn/sklearn.utils._show_versions/_get_deps_info`||
-|`sklearn/sklearn.utils._show_versions/_get_sys_info`||
-|`sklearn/sklearn.utils._show_versions/show_versions`||
-|`sklearn/sklearn.utils._tags/_safe_tags`||
-|`sklearn/sklearn.utils._testing/_convert_container`||
-|`sklearn/sklearn.utils._testing/_delete_folder`||
-|`sklearn/sklearn.utils._testing/_get_args`||
-|`sklearn/sklearn.utils._testing/_get_func_name`||
-|`sklearn/sklearn.utils._testing/assert_allclose_dense_sparse`||
-|`sklearn/sklearn.utils._testing/assert_no_warnings`||
-|`sklearn/sklearn.utils._testing/assert_raise_message`||
-|`sklearn/sklearn.utils._testing/assert_run_python_script`||
-|`sklearn/sklearn.utils._testing/assert_warns`||
-|`sklearn/sklearn.utils._testing/assert_warns_div0`||
-|`sklearn/sklearn.utils._testing/assert_warns_message`||
-|`sklearn/sklearn.utils._testing/check_docstring_parameters`||
-|`sklearn/sklearn.utils._testing/check_skip_network`||
-|`sklearn/sklearn.utils._testing/create_memmap_backed_data`||
-|`sklearn/sklearn.utils._testing/ignore_warnings`||
-|`sklearn/sklearn.utils._testing/raises`||
-|`sklearn/sklearn.utils._testing/set_random_state`||
-|`sklearn/sklearn.utils.class_weight/compute_class_weight`||
-|`sklearn/sklearn.utils.class_weight/compute_sample_weight`||
-|`sklearn/sklearn.utils.deprecation/_is_deprecated`||
-|`sklearn/sklearn.utils.estimator_checks/_apply_on_subsets`||
-|`sklearn/sklearn.utils.estimator_checks/_check_transformer`||
-|`sklearn/sklearn.utils.estimator_checks/_choose_check_classifiers_labels`||
-|`sklearn/sklearn.utils.estimator_checks/_construct_instance`||
-|`sklearn/sklearn.utils.estimator_checks/_enforce_estimator_tags_x`||
-|`sklearn/sklearn.utils.estimator_checks/_enforce_estimator_tags_y`||
-|`sklearn/sklearn.utils.estimator_checks/_generate_sparse_matrix`||
-|`sklearn/sklearn.utils.estimator_checks/_get_check_estimator_ids`||
-|`sklearn/sklearn.utils.estimator_checks/_is_pairwise_metric`||
-|`sklearn/sklearn.utils.estimator_checks/_is_public_parameter`||
-|`sklearn/sklearn.utils.estimator_checks/_maybe_mark_xfail`||
-|`sklearn/sklearn.utils.estimator_checks/_maybe_skip`||
-|`sklearn/sklearn.utils.estimator_checks/_pairwise_estimator_convert_X`||
-|`sklearn/sklearn.utils.estimator_checks/_regression_dataset`||
-|`sklearn/sklearn.utils.estimator_checks/_set_checking_parameters`||
-|`sklearn/sklearn.utils.estimator_checks/_should_be_skipped_or_marked`||
-|`sklearn/sklearn.utils.estimator_checks/_yield_all_checks`||
-|`sklearn/sklearn.utils.estimator_checks/_yield_checks`||
-|`sklearn/sklearn.utils.estimator_checks/_yield_classifier_checks`||
-|`sklearn/sklearn.utils.estimator_checks/_yield_clustering_checks`||
-|`sklearn/sklearn.utils.estimator_checks/_yield_outliers_checks`||
-|`sklearn/sklearn.utils.estimator_checks/_yield_regressor_checks`||
-|`sklearn/sklearn.utils.estimator_checks/_yield_transformer_checks`||
-|`sklearn/sklearn.utils.estimator_checks/check_class_weight_balanced_classifiers`||
-|`sklearn/sklearn.utils.estimator_checks/check_class_weight_balanced_linear_classifier`||
-|`sklearn/sklearn.utils.estimator_checks/check_class_weight_classifiers`||
-|`sklearn/sklearn.utils.estimator_checks/check_classifier_data_not_an_array`||
-|`sklearn/sklearn.utils.estimator_checks/check_classifier_multioutput`||
-|`sklearn/sklearn.utils.estimator_checks/check_classifiers_classes`||
-|`sklearn/sklearn.utils.estimator_checks/check_classifiers_multilabel_representation_invariance`||
-|`sklearn/sklearn.utils.estimator_checks/check_classifiers_one_label`||
-|`sklearn/sklearn.utils.estimator_checks/check_classifiers_predictions`||
-|`sklearn/sklearn.utils.estimator_checks/check_classifiers_regression_target`||
-|`sklearn/sklearn.utils.estimator_checks/check_classifiers_train`||
-|`sklearn/sklearn.utils.estimator_checks/check_clusterer_compute_labels_predict`||
-|`sklearn/sklearn.utils.estimator_checks/check_clustering`||
-|`sklearn/sklearn.utils.estimator_checks/check_complex_data`||
-|`sklearn/sklearn.utils.estimator_checks/check_decision_proba_consistency`||
-|`sklearn/sklearn.utils.estimator_checks/check_dict_unchanged`||
-|`sklearn/sklearn.utils.estimator_checks/check_dont_overwrite_parameters`||
-|`sklearn/sklearn.utils.estimator_checks/check_dtype_object`||
-|`sklearn/sklearn.utils.estimator_checks/check_estimator`||
-|`sklearn/sklearn.utils.estimator_checks/check_estimator_get_tags_default_keys`||
-|`sklearn/sklearn.utils.estimator_checks/check_estimator_sparse_data`||
-|`sklearn/sklearn.utils.estimator_checks/check_estimators_data_not_an_array`||
-|`sklearn/sklearn.utils.estimator_checks/check_estimators_dtypes`||
-|`sklearn/sklearn.utils.estimator_checks/check_estimators_empty_data_messages`||
-|`sklearn/sklearn.utils.estimator_checks/check_estimators_fit_returns_self`||
-|`sklearn/sklearn.utils.estimator_checks/check_estimators_nan_inf`||
-|`sklearn/sklearn.utils.estimator_checks/check_estimators_overwrite_params`||
-|`sklearn/sklearn.utils.estimator_checks/check_estimators_partial_fit_n_features`||
-|`sklearn/sklearn.utils.estimator_checks/check_estimators_pickle`||
-|`sklearn/sklearn.utils.estimator_checks/check_estimators_unfitted`||
-|`sklearn/sklearn.utils.estimator_checks/check_fit1d`||
-|`sklearn/sklearn.utils.estimator_checks/check_fit2d_1feature`||
-|`sklearn/sklearn.utils.estimator_checks/check_fit2d_1sample`||
-|`sklearn/sklearn.utils.estimator_checks/check_fit2d_predict1d`||
-|`sklearn/sklearn.utils.estimator_checks/check_fit_idempotent`||
-|`sklearn/sklearn.utils.estimator_checks/check_fit_non_negative`||
-|`sklearn/sklearn.utils.estimator_checks/check_fit_score_takes_y`||
-|`sklearn/sklearn.utils.estimator_checks/check_get_params_invariance`||
-|`sklearn/sklearn.utils.estimator_checks/check_methods_sample_order_invariance`||
-|`sklearn/sklearn.utils.estimator_checks/check_methods_subset_invariance`||
-|`sklearn/sklearn.utils.estimator_checks/check_n_features_in`||
-|`sklearn/sklearn.utils.estimator_checks/check_n_features_in_after_fitting`||
-|`sklearn/sklearn.utils.estimator_checks/check_no_attributes_set_in_init`||
-|`sklearn/sklearn.utils.estimator_checks/check_non_transformer_estimators_n_iter`||
-|`sklearn/sklearn.utils.estimator_checks/check_nonsquare_error`||
-|`sklearn/sklearn.utils.estimator_checks/check_outlier_corruption`||
-|`sklearn/sklearn.utils.estimator_checks/check_outliers_fit_predict`||
-|`sklearn/sklearn.utils.estimator_checks/check_outliers_train`||
-|`sklearn/sklearn.utils.estimator_checks/check_parameters_default_constructible`||
-|`sklearn/sklearn.utils.estimator_checks/check_pipeline_consistency`||
-|`sklearn/sklearn.utils.estimator_checks/check_regressor_data_not_an_array`||
-|`sklearn/sklearn.utils.estimator_checks/check_regressor_multioutput`||
-|`sklearn/sklearn.utils.estimator_checks/check_regressors_int`||
-|`sklearn/sklearn.utils.estimator_checks/check_regressors_no_decision_function`||
-|`sklearn/sklearn.utils.estimator_checks/check_regressors_train`||
-|`sklearn/sklearn.utils.estimator_checks/check_requires_y_none`||
-|`sklearn/sklearn.utils.estimator_checks/check_sample_weights_invariance`||
-|`sklearn/sklearn.utils.estimator_checks/check_sample_weights_list`||
-|`sklearn/sklearn.utils.estimator_checks/check_sample_weights_not_an_array`||
-|`sklearn/sklearn.utils.estimator_checks/check_sample_weights_pandas_series`||
-|`sklearn/sklearn.utils.estimator_checks/check_sample_weights_shape`||
-|`sklearn/sklearn.utils.estimator_checks/check_set_params`||
-|`sklearn/sklearn.utils.estimator_checks/check_sparsify_coefficients`||
-|`sklearn/sklearn.utils.estimator_checks/check_supervised_y_2d`||
-|`sklearn/sklearn.utils.estimator_checks/check_supervised_y_no_nan`||
-|`sklearn/sklearn.utils.estimator_checks/check_transformer_data_not_an_array`||
-|`sklearn/sklearn.utils.estimator_checks/check_transformer_general`||
-|`sklearn/sklearn.utils.estimator_checks/check_transformer_n_iter`||
-|`sklearn/sklearn.utils.estimator_checks/check_transformer_preserve_dtypes`||
-|`sklearn/sklearn.utils.estimator_checks/check_transformers_unfitted`||
-|`sklearn/sklearn.utils.estimator_checks/parametrize_with_checks`||
-|`sklearn/sklearn.utils.extmath/_deterministic_vector_sign_flip`||
-|`sklearn/sklearn.utils.extmath/_incremental_mean_and_var`||
-|`sklearn/sklearn.utils.extmath/_incremental_weighted_mean_and_var`||
-|`sklearn/sklearn.utils.extmath/_safe_accumulator_op`||
-|`sklearn/sklearn.utils.extmath/cartesian`||
-|`sklearn/sklearn.utils.extmath/density`||
-|`sklearn/sklearn.utils.extmath/fast_logdet`||
-|`sklearn/sklearn.utils.extmath/log_logistic`||
-|`sklearn/sklearn.utils.extmath/make_nonnegative`||
-|`sklearn/sklearn.utils.extmath/randomized_range_finder`||
-|`sklearn/sklearn.utils.extmath/randomized_svd`||
-|`sklearn/sklearn.utils.extmath/row_norms`||
-|`sklearn/sklearn.utils.extmath/safe_sparse_dot`||
-|`sklearn/sklearn.utils.extmath/softmax`||
-|`sklearn/sklearn.utils.extmath/squared_norm`||
-|`sklearn/sklearn.utils.extmath/stable_cumsum`||
-|`sklearn/sklearn.utils.extmath/svd_flip`||
-|`sklearn/sklearn.utils.extmath/weighted_mode`||
-|`sklearn/sklearn.utils.fixes/_astype_copy_false`||
-|`sklearn/sklearn.utils.fixes/_joblib_parallel_args`||
-|`sklearn/sklearn.utils.fixes/_object_dtype_isnan`||
-|`sklearn/sklearn.utils.fixes/_take_along_axis`||
-|`sklearn/sklearn.utils.fixes/delayed`||
-|`sklearn/sklearn.utils.graph/single_source_shortest_path_length`||
-|`sklearn/sklearn.utils.metaestimators/_safe_split`||
-|`sklearn/sklearn.utils.metaestimators/if_delegate_has_method`||
-|`sklearn/sklearn.utils.multiclass/_check_partial_fit_first_call`||
-|`sklearn/sklearn.utils.multiclass/_is_integral_float`||
-|`sklearn/sklearn.utils.multiclass/_ovr_decision_function`||
-|`sklearn/sklearn.utils.multiclass/_unique_indicator`||
-|`sklearn/sklearn.utils.multiclass/_unique_multiclass`||
-|`sklearn/sklearn.utils.multiclass/check_classification_targets`||
-|`sklearn/sklearn.utils.multiclass/class_distribution`||
-|`sklearn/sklearn.utils.multiclass/is_multilabel`||
-|`sklearn/sklearn.utils.multiclass/type_of_target`||
-|`sklearn/sklearn.utils.multiclass/unique_labels`||
-|`sklearn/sklearn.utils.optimize/_cg`||
-|`sklearn/sklearn.utils.optimize/_check_optimize_result`||
-|`sklearn/sklearn.utils.optimize/_line_search_wolfe12`||
-|`sklearn/sklearn.utils.optimize/_newton_cg`||
-|`sklearn/sklearn.utils.random/_random_choice_csc`||
-|`sklearn/sklearn.utils.setup/configuration`||
-|`sklearn/sklearn.utils.sparsefuncs/_get_elem_at_rank`||
-|`sklearn/sklearn.utils.sparsefuncs/_get_median`||
-|`sklearn/sklearn.utils.sparsefuncs/_min_or_max_axis`||
-|`sklearn/sklearn.utils.sparsefuncs/_minor_reduce`||
-|`sklearn/sklearn.utils.sparsefuncs/_raise_error_wrong_axis`||
-|`sklearn/sklearn.utils.sparsefuncs/_raise_typeerror`||
-|`sklearn/sklearn.utils.sparsefuncs/_sparse_min_max`||
-|`sklearn/sklearn.utils.sparsefuncs/_sparse_min_or_max`||
-|`sklearn/sklearn.utils.sparsefuncs/_sparse_nan_min_max`||
-|`sklearn/sklearn.utils.sparsefuncs/count_nonzero`||
-|`sklearn/sklearn.utils.sparsefuncs/csc_median_axis_0`||
-|`sklearn/sklearn.utils.sparsefuncs/incr_mean_variance_axis`||
-|`sklearn/sklearn.utils.sparsefuncs/inplace_column_scale`||
-|`sklearn/sklearn.utils.sparsefuncs/inplace_csr_column_scale`||
-|`sklearn/sklearn.utils.sparsefuncs/inplace_csr_row_scale`||
-|`sklearn/sklearn.utils.sparsefuncs/inplace_row_scale`||
-|`sklearn/sklearn.utils.sparsefuncs/inplace_swap_column`||
-|`sklearn/sklearn.utils.sparsefuncs/inplace_swap_row`||
-|`sklearn/sklearn.utils.sparsefuncs/inplace_swap_row_csc`||
-|`sklearn/sklearn.utils.sparsefuncs/inplace_swap_row_csr`||
-|`sklearn/sklearn.utils.sparsefuncs/mean_variance_axis`||
-|`sklearn/sklearn.utils.sparsefuncs/min_max_axis`||
-|`sklearn/sklearn.utils.stats/_weighted_percentile`||
-|`sklearn/sklearn.utils.validation/_allclose_dense_sparse`||
-|`sklearn/sklearn.utils.validation/_assert_all_finite`||
-|`sklearn/sklearn.utils.validation/_check_fit_params`||
-|`sklearn/sklearn.utils.validation/_check_large_sparse`||
-|`sklearn/sklearn.utils.validation/_check_psd_eigenvalues`||
-|`sklearn/sklearn.utils.validation/_check_sample_weight`||
-|`sklearn/sklearn.utils.validation/_deprecate_positional_args`||
-|`sklearn/sklearn.utils.validation/_ensure_no_complex_data`||
-|`sklearn/sklearn.utils.validation/_ensure_sparse_format`||
-|`sklearn/sklearn.utils.validation/_is_arraylike`||
-|`sklearn/sklearn.utils.validation/_make_indexable`||
-|`sklearn/sklearn.utils.validation/_num_features`||
-|`sklearn/sklearn.utils.validation/_num_samples`||
-|`sklearn/sklearn.utils.validation/as_float_array`||
-|`sklearn/sklearn.utils.validation/assert_all_finite`||
-|`sklearn/sklearn.utils.validation/check_X_y`||
-|`sklearn/sklearn.utils.validation/check_array`||
-|`sklearn/sklearn.utils.validation/check_consistent_length`||
-|`sklearn/sklearn.utils.validation/check_is_fitted`||
-|`sklearn/sklearn.utils.validation/check_memory`||
-|`sklearn/sklearn.utils.validation/check_non_negative`||
-|`sklearn/sklearn.utils.validation/check_random_state`||
-|`sklearn/sklearn.utils.validation/check_scalar`||
-|`sklearn/sklearn.utils.validation/check_symmetric`||
