cluster
**Similarity**|**APIV1**|**APIV2**|**comment**
:-----:|:-----:|:-----:|:----:|
1.0|`sklearn.metrics._scorer/_MultimetricScorer/__call__/self`|`sklearn.metrics._scorer/_MultimetricScorer/__call__/self`|
1.0|`sklearn.metrics._scorer/_BaseScorer/_select_proba_binary/self`|`sklearn.metrics._scorer/_BaseScorer/_select_proba_binary/self`|
1.0|`sklearn.metrics._scorer/_BaseScorer/_factory_args/self`|`sklearn.metrics._scorer/_BaseScorer/_factory_args/self`|
1.0|`sklearn.metrics._scorer/_BaseScorer/__repr__/self`|`sklearn.metrics._scorer/_BaseScorer/__repr__/self`|
1.0|`sklearn.metrics._scorer/_BaseScorer/__init__/self`|`sklearn.metrics._scorer/_BaseScorer/__init__/self`|
1.0|`sklearn.metrics._scorer/_BaseScorer/__call__/self`|`sklearn.metrics._scorer/_BaseScorer/__call__/self`|
1.0|`sklearn.metrics._plot.roc_curve/RocCurveDisplay/__init__/self`|`sklearn.metrics._plot.roc_curve/RocCurveDisplay/__init__/self`|
1.0|`sklearn.metrics._plot.precision_recall_curve/PrecisionRecallDisplay/plot/self`|`sklearn.metrics._plot.precision_recall_curve/PrecisionRecallDisplay/plot/self`|
1.0|`sklearn.metrics._plot.precision_recall_curve/PrecisionRecallDisplay/__init__/self`|`sklearn.metrics._plot.precision_recall_curve/PrecisionRecallDisplay/__init__/self`|
1.0|`sklearn.metrics._plot.det_curve/DetCurveDisplay/__init__/self`|`sklearn.metrics._plot.det_curve/DetCurveDisplay/__init__/self`|
1.0|`sklearn.metrics._plot.confusion_matrix/ConfusionMatrixDisplay/plot/self`|`sklearn.metrics._plot.confusion_matrix/ConfusionMatrixDisplay/plot/self`|
1.0|`sklearn.metrics._plot.confusion_matrix/ConfusionMatrixDisplay/__init__/self`|`sklearn.metrics._plot.confusion_matrix/ConfusionMatrixDisplay/__init__/self`|
0.9211|`sklearn.metrics._plot.precision_recall_curve/PrecisionRecallDisplay/plot/name`|`sklearn.metrics._plot.precision_recall_curve/PrecisionRecallDisplay/plot/name`|
0.9167|`sklearn.metrics._plot.roc_curve/RocCurveDisplay/plot/name`|`sklearn.metrics._plot.roc_curve/RocCurveDisplay/plot/name`|
0.9083|`sklearn.metrics._plot.det_curve/DetCurveDisplay/plot/name`|`sklearn.metrics._plot.det_curve/DetCurveDisplay/plot/name`|
0.5|`sklearn/sklearn.metrics._scorer/_MultimetricScorer/_scorers`|`sklearn/sklearn.metrics._scorer/_MultimetricScorer/_scorers`|
-|`sklearn/sklearn.metrics._base/_average_binary_score/binary_metric`||
-|`sklearn/sklearn.metrics._base/_average_binary_score/y_true`||
-|`sklearn/sklearn.metrics._base/_average_binary_score/y_score`||
-|`sklearn/sklearn.metrics._base/_average_binary_score/average`||
-|`sklearn/sklearn.metrics._base/_average_binary_score/sample_weight`||
-|`sklearn/sklearn.metrics._base/_average_multiclass_ovo_score/binary_metric`||
-|`sklearn/sklearn.metrics._base/_average_multiclass_ovo_score/y_true`||
-|`sklearn/sklearn.metrics._base/_average_multiclass_ovo_score/y_score`||
-|`sklearn/sklearn.metrics._base/_average_multiclass_ovo_score/average`||
-|`sklearn/sklearn.metrics._base/_check_pos_label_consistency/pos_label`||
-|`sklearn/sklearn.metrics._base/_check_pos_label_consistency/y_true`||
-|`sklearn/sklearn.metrics._classification/_check_set_wise_labels/y_true`||
-|`sklearn/sklearn.metrics._classification/_check_set_wise_labels/y_pred`||
-|`sklearn/sklearn.metrics._classification/_check_set_wise_labels/average`||
-|`sklearn/sklearn.metrics._classification/_check_set_wise_labels/labels`||
-|`sklearn/sklearn.metrics._classification/_check_set_wise_labels/pos_label`||
-|`sklearn/sklearn.metrics._classification/_check_targets/y_true`||
-|`sklearn/sklearn.metrics._classification/_check_targets/y_pred`||
-|`sklearn/sklearn.metrics._classification/_check_zero_division/zero_division`||
-|`sklearn/sklearn.metrics._classification/_prf_divide/numerator`||
-|`sklearn/sklearn.metrics._classification/_prf_divide/denominator`||
-|`sklearn/sklearn.metrics._classification/_prf_divide/metric`||
-|`sklearn/sklearn.metrics._classification/_prf_divide/modifier`||
-|`sklearn/sklearn.metrics._classification/_prf_divide/average`||
-|`sklearn/sklearn.metrics._classification/_prf_divide/warn_for`||
-|`sklearn/sklearn.metrics._classification/_prf_divide/zero_division`||
-|`sklearn/sklearn.metrics._classification/_warn_prf/average`||
-|`sklearn/sklearn.metrics._classification/_warn_prf/modifier`||
-|`sklearn/sklearn.metrics._classification/_warn_prf/msg_start`||
-|`sklearn/sklearn.metrics._classification/_warn_prf/result_size`||
-|`sklearn/sklearn.metrics._classification/_weighted_sum/sample_score`||
-|`sklearn/sklearn.metrics._classification/_weighted_sum/sample_weight`||
-|`sklearn/sklearn.metrics._classification/_weighted_sum/normalize`||
-|`sklearn/sklearn.metrics._classification/accuracy_score/y_true`||
-|`sklearn/sklearn.metrics._classification/accuracy_score/y_pred`||
-|`sklearn/sklearn.metrics._classification/accuracy_score/normalize`||
-|`sklearn/sklearn.metrics._classification/accuracy_score/sample_weight`||
-|`sklearn/sklearn.metrics._classification/balanced_accuracy_score/y_true`||
-|`sklearn/sklearn.metrics._classification/balanced_accuracy_score/y_pred`||
-|`sklearn/sklearn.metrics._classification/balanced_accuracy_score/sample_weight`||
-|`sklearn/sklearn.metrics._classification/balanced_accuracy_score/adjusted`||
-|`sklearn/sklearn.metrics._classification/brier_score_loss/y_true`||
-|`sklearn/sklearn.metrics._classification/brier_score_loss/y_prob`||
-|`sklearn/sklearn.metrics._classification/brier_score_loss/sample_weight`||
-|`sklearn/sklearn.metrics._classification/brier_score_loss/pos_label`||
-|`sklearn/sklearn.metrics._classification/classification_report/y_true`||
-|`sklearn/sklearn.metrics._classification/classification_report/y_pred`||
-|`sklearn/sklearn.metrics._classification/classification_report/labels`||
-|`sklearn/sklearn.metrics._classification/classification_report/target_names`||
-|`sklearn/sklearn.metrics._classification/classification_report/sample_weight`||
-|`sklearn/sklearn.metrics._classification/classification_report/digits`||
-|`sklearn/sklearn.metrics._classification/classification_report/output_dict`||
-|`sklearn/sklearn.metrics._classification/classification_report/zero_division`||
-|`sklearn/sklearn.metrics._classification/cohen_kappa_score/y1`||
-|`sklearn/sklearn.metrics._classification/cohen_kappa_score/y2`||
-|`sklearn/sklearn.metrics._classification/cohen_kappa_score/labels`||
-|`sklearn/sklearn.metrics._classification/cohen_kappa_score/weights`||
-|`sklearn/sklearn.metrics._classification/cohen_kappa_score/sample_weight`||
-|`sklearn/sklearn.metrics._classification/confusion_matrix/y_true`||
-|`sklearn/sklearn.metrics._classification/confusion_matrix/y_pred`||
-|`sklearn/sklearn.metrics._classification/confusion_matrix/labels`||
-|`sklearn/sklearn.metrics._classification/confusion_matrix/sample_weight`||
-|`sklearn/sklearn.metrics._classification/confusion_matrix/normalize`||
-|`sklearn/sklearn.metrics._classification/f1_score/y_true`||
-|`sklearn/sklearn.metrics._classification/f1_score/y_pred`||
-|`sklearn/sklearn.metrics._classification/f1_score/labels`||
-|`sklearn/sklearn.metrics._classification/f1_score/pos_label`||
-|`sklearn/sklearn.metrics._classification/f1_score/average`||
-|`sklearn/sklearn.metrics._classification/f1_score/sample_weight`||
-|`sklearn/sklearn.metrics._classification/f1_score/zero_division`||
-|`sklearn/sklearn.metrics._classification/fbeta_score/y_true`||
-|`sklearn/sklearn.metrics._classification/fbeta_score/y_pred`||
-|`sklearn/sklearn.metrics._classification/fbeta_score/beta`||
-|`sklearn/sklearn.metrics._classification/fbeta_score/labels`||
-|`sklearn/sklearn.metrics._classification/fbeta_score/pos_label`||
-|`sklearn/sklearn.metrics._classification/fbeta_score/average`||
-|`sklearn/sklearn.metrics._classification/fbeta_score/sample_weight`||
-|`sklearn/sklearn.metrics._classification/fbeta_score/zero_division`||
-|`sklearn/sklearn.metrics._classification/hamming_loss/y_true`||
-|`sklearn/sklearn.metrics._classification/hamming_loss/y_pred`||
-|`sklearn/sklearn.metrics._classification/hamming_loss/sample_weight`||
-|`sklearn/sklearn.metrics._classification/hinge_loss/y_true`||
-|`sklearn/sklearn.metrics._classification/hinge_loss/pred_decision`||
-|`sklearn/sklearn.metrics._classification/hinge_loss/labels`||
-|`sklearn/sklearn.metrics._classification/hinge_loss/sample_weight`||
-|`sklearn/sklearn.metrics._classification/jaccard_score/y_true`||
-|`sklearn/sklearn.metrics._classification/jaccard_score/y_pred`||
-|`sklearn/sklearn.metrics._classification/jaccard_score/labels`||
-|`sklearn/sklearn.metrics._classification/jaccard_score/pos_label`||
-|`sklearn/sklearn.metrics._classification/jaccard_score/average`||
-|`sklearn/sklearn.metrics._classification/jaccard_score/sample_weight`||
-|`sklearn/sklearn.metrics._classification/jaccard_score/zero_division`||
-|`sklearn/sklearn.metrics._classification/log_loss/y_true`||
-|`sklearn/sklearn.metrics._classification/log_loss/y_pred`||
-|`sklearn/sklearn.metrics._classification/log_loss/eps`||
-|`sklearn/sklearn.metrics._classification/log_loss/normalize`||
-|`sklearn/sklearn.metrics._classification/log_loss/sample_weight`||
-|`sklearn/sklearn.metrics._classification/log_loss/labels`||
-|`sklearn/sklearn.metrics._classification/matthews_corrcoef/y_true`||
-|`sklearn/sklearn.metrics._classification/matthews_corrcoef/y_pred`||
-|`sklearn/sklearn.metrics._classification/matthews_corrcoef/sample_weight`||
-|`sklearn/sklearn.metrics._classification/multilabel_confusion_matrix/y_true`||
-|`sklearn/sklearn.metrics._classification/multilabel_confusion_matrix/y_pred`||
-|`sklearn/sklearn.metrics._classification/multilabel_confusion_matrix/sample_weight`||
-|`sklearn/sklearn.metrics._classification/multilabel_confusion_matrix/labels`||
-|`sklearn/sklearn.metrics._classification/multilabel_confusion_matrix/samplewise`||
-|`sklearn/sklearn.metrics._classification/precision_recall_fscore_support/y_true`||
-|`sklearn/sklearn.metrics._classification/precision_recall_fscore_support/y_pred`||
-|`sklearn/sklearn.metrics._classification/precision_recall_fscore_support/beta`||
-|`sklearn/sklearn.metrics._classification/precision_recall_fscore_support/labels`||
-|`sklearn/sklearn.metrics._classification/precision_recall_fscore_support/pos_label`||
-|`sklearn/sklearn.metrics._classification/precision_recall_fscore_support/average`||
-|`sklearn/sklearn.metrics._classification/precision_recall_fscore_support/warn_for`||
-|`sklearn/sklearn.metrics._classification/precision_recall_fscore_support/sample_weight`||
-|`sklearn/sklearn.metrics._classification/precision_recall_fscore_support/zero_division`||
-|`sklearn/sklearn.metrics._classification/precision_score/y_true`||
-|`sklearn/sklearn.metrics._classification/precision_score/y_pred`||
-|`sklearn/sklearn.metrics._classification/precision_score/labels`||
-|`sklearn/sklearn.metrics._classification/precision_score/pos_label`||
-|`sklearn/sklearn.metrics._classification/precision_score/average`||
-|`sklearn/sklearn.metrics._classification/precision_score/sample_weight`||
-|`sklearn/sklearn.metrics._classification/precision_score/zero_division`||
-|`sklearn/sklearn.metrics._classification/recall_score/y_true`||
-|`sklearn/sklearn.metrics._classification/recall_score/y_pred`||
-|`sklearn/sklearn.metrics._classification/recall_score/labels`||
-|`sklearn/sklearn.metrics._classification/recall_score/pos_label`||
-|`sklearn/sklearn.metrics._classification/recall_score/average`||
-|`sklearn/sklearn.metrics._classification/recall_score/sample_weight`||
-|`sklearn/sklearn.metrics._classification/recall_score/zero_division`||
-|`sklearn/sklearn.metrics._classification/zero_one_loss/y_true`||
-|`sklearn/sklearn.metrics._classification/zero_one_loss/y_pred`||
-|`sklearn/sklearn.metrics._classification/zero_one_loss/normalize`||
-|`sklearn/sklearn.metrics._classification/zero_one_loss/sample_weight`||
-|`sklearn/sklearn.metrics._plot.base/_check_classifier_response_method/estimator`||
-|`sklearn/sklearn.metrics._plot.base/_check_classifier_response_method/response_method`||
-|`sklearn/sklearn.metrics._plot.base/_get_response/X`||
-|`sklearn/sklearn.metrics._plot.base/_get_response/estimator`||
-|`sklearn/sklearn.metrics._plot.base/_get_response/response_method`||
-|`sklearn/sklearn.metrics._plot.base/_get_response/pos_label`||
-|`sklearn/sklearn.metrics._plot.confusion_matrix/plot_confusion_matrix/estimator`||
-|`sklearn/sklearn.metrics._plot.confusion_matrix/plot_confusion_matrix/X`||
-|`sklearn/sklearn.metrics._plot.confusion_matrix/plot_confusion_matrix/y_true`||
-|`sklearn/sklearn.metrics._plot.confusion_matrix/plot_confusion_matrix/labels`||
-|`sklearn/sklearn.metrics._plot.confusion_matrix/plot_confusion_matrix/sample_weight`||
-|`sklearn/sklearn.metrics._plot.confusion_matrix/plot_confusion_matrix/normalize`||
-|`sklearn/sklearn.metrics._plot.confusion_matrix/plot_confusion_matrix/display_labels`||
-|`sklearn/sklearn.metrics._plot.confusion_matrix/plot_confusion_matrix/include_values`||
-|`sklearn/sklearn.metrics._plot.confusion_matrix/plot_confusion_matrix/xticks_rotation`||
-|`sklearn/sklearn.metrics._plot.confusion_matrix/plot_confusion_matrix/values_format`||
-|`sklearn/sklearn.metrics._plot.confusion_matrix/plot_confusion_matrix/cmap`||
-|`sklearn/sklearn.metrics._plot.confusion_matrix/plot_confusion_matrix/ax`||
-|`sklearn/sklearn.metrics._plot.confusion_matrix/plot_confusion_matrix/colorbar`||
-|`sklearn/sklearn.metrics._plot.det_curve/plot_det_curve/estimator`||
-|`sklearn/sklearn.metrics._plot.det_curve/plot_det_curve/X`||
-|`sklearn/sklearn.metrics._plot.det_curve/plot_det_curve/y`||
-|`sklearn/sklearn.metrics._plot.det_curve/plot_det_curve/sample_weight`||
-|`sklearn/sklearn.metrics._plot.det_curve/plot_det_curve/response_method`||
-|`sklearn/sklearn.metrics._plot.det_curve/plot_det_curve/name`||
-|`sklearn/sklearn.metrics._plot.det_curve/plot_det_curve/ax`||
-|`sklearn/sklearn.metrics._plot.det_curve/plot_det_curve/pos_label`||
-|`sklearn/sklearn.metrics._plot.det_curve/plot_det_curve/kwargs`||
-|`sklearn/sklearn.metrics._plot.precision_recall_curve/plot_precision_recall_curve/estimator`||
-|`sklearn/sklearn.metrics._plot.precision_recall_curve/plot_precision_recall_curve/X`||
-|`sklearn/sklearn.metrics._plot.precision_recall_curve/plot_precision_recall_curve/y`||
-|`sklearn/sklearn.metrics._plot.precision_recall_curve/plot_precision_recall_curve/sample_weight`||
-|`sklearn/sklearn.metrics._plot.precision_recall_curve/plot_precision_recall_curve/response_method`||
-|`sklearn/sklearn.metrics._plot.precision_recall_curve/plot_precision_recall_curve/name`||
-|`sklearn/sklearn.metrics._plot.precision_recall_curve/plot_precision_recall_curve/ax`||
-|`sklearn/sklearn.metrics._plot.precision_recall_curve/plot_precision_recall_curve/pos_label`||
-|`sklearn/sklearn.metrics._plot.precision_recall_curve/plot_precision_recall_curve/kwargs`||
-|`sklearn/sklearn.metrics._plot.roc_curve/plot_roc_curve/estimator`||
-|`sklearn/sklearn.metrics._plot.roc_curve/plot_roc_curve/X`||
-|`sklearn/sklearn.metrics._plot.roc_curve/plot_roc_curve/y`||
-|`sklearn/sklearn.metrics._plot.roc_curve/plot_roc_curve/sample_weight`||
-|`sklearn/sklearn.metrics._plot.roc_curve/plot_roc_curve/drop_intermediate`||
-|`sklearn/sklearn.metrics._plot.roc_curve/plot_roc_curve/response_method`||
-|`sklearn/sklearn.metrics._plot.roc_curve/plot_roc_curve/name`||
-|`sklearn/sklearn.metrics._plot.roc_curve/plot_roc_curve/ax`||
-|`sklearn/sklearn.metrics._plot.roc_curve/plot_roc_curve/pos_label`||
-|`sklearn/sklearn.metrics._plot.roc_curve/plot_roc_curve/kwargs`||
-|`sklearn/sklearn.metrics._ranking/_binary_clf_curve/y_true`||
-|`sklearn/sklearn.metrics._ranking/_binary_clf_curve/y_score`||
-|`sklearn/sklearn.metrics._ranking/_binary_clf_curve/pos_label`||
-|`sklearn/sklearn.metrics._ranking/_binary_clf_curve/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/_binary_roc_auc_score/y_true`||
-|`sklearn/sklearn.metrics._ranking/_binary_roc_auc_score/y_score`||
-|`sklearn/sklearn.metrics._ranking/_binary_roc_auc_score/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/_binary_roc_auc_score/max_fpr`||
-|`sklearn/sklearn.metrics._ranking/_check_dcg_target_type/y_true`||
-|`sklearn/sklearn.metrics._ranking/_dcg_sample_scores/y_true`||
-|`sklearn/sklearn.metrics._ranking/_dcg_sample_scores/y_score`||
-|`sklearn/sklearn.metrics._ranking/_dcg_sample_scores/k`||
-|`sklearn/sklearn.metrics._ranking/_dcg_sample_scores/log_base`||
-|`sklearn/sklearn.metrics._ranking/_dcg_sample_scores/ignore_ties`||
-|`sklearn/sklearn.metrics._ranking/_multiclass_roc_auc_score/y_true`||
-|`sklearn/sklearn.metrics._ranking/_multiclass_roc_auc_score/y_score`||
-|`sklearn/sklearn.metrics._ranking/_multiclass_roc_auc_score/labels`||
-|`sklearn/sklearn.metrics._ranking/_multiclass_roc_auc_score/multi_class`||
-|`sklearn/sklearn.metrics._ranking/_multiclass_roc_auc_score/average`||
-|`sklearn/sklearn.metrics._ranking/_multiclass_roc_auc_score/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/_ndcg_sample_scores/y_true`||
-|`sklearn/sklearn.metrics._ranking/_ndcg_sample_scores/y_score`||
-|`sklearn/sklearn.metrics._ranking/_ndcg_sample_scores/k`||
-|`sklearn/sklearn.metrics._ranking/_ndcg_sample_scores/ignore_ties`||
-|`sklearn/sklearn.metrics._ranking/_tie_averaged_dcg/y_true`||
-|`sklearn/sklearn.metrics._ranking/_tie_averaged_dcg/y_score`||
-|`sklearn/sklearn.metrics._ranking/_tie_averaged_dcg/discount_cumsum`||
-|`sklearn/sklearn.metrics._ranking/auc/x`||
-|`sklearn/sklearn.metrics._ranking/auc/y`||
-|`sklearn/sklearn.metrics._ranking/average_precision_score/y_true`||
-|`sklearn/sklearn.metrics._ranking/average_precision_score/y_score`||
-|`sklearn/sklearn.metrics._ranking/average_precision_score/average`||
-|`sklearn/sklearn.metrics._ranking/average_precision_score/pos_label`||
-|`sklearn/sklearn.metrics._ranking/average_precision_score/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/coverage_error/y_true`||
-|`sklearn/sklearn.metrics._ranking/coverage_error/y_score`||
-|`sklearn/sklearn.metrics._ranking/coverage_error/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/dcg_score/y_true`||
-|`sklearn/sklearn.metrics._ranking/dcg_score/y_score`||
-|`sklearn/sklearn.metrics._ranking/dcg_score/k`||
-|`sklearn/sklearn.metrics._ranking/dcg_score/log_base`||
-|`sklearn/sklearn.metrics._ranking/dcg_score/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/dcg_score/ignore_ties`||
-|`sklearn/sklearn.metrics._ranking/det_curve/y_true`||
-|`sklearn/sklearn.metrics._ranking/det_curve/y_score`||
-|`sklearn/sklearn.metrics._ranking/det_curve/pos_label`||
-|`sklearn/sklearn.metrics._ranking/det_curve/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/label_ranking_average_precision_score/y_true`||
-|`sklearn/sklearn.metrics._ranking/label_ranking_average_precision_score/y_score`||
-|`sklearn/sklearn.metrics._ranking/label_ranking_average_precision_score/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/label_ranking_loss/y_true`||
-|`sklearn/sklearn.metrics._ranking/label_ranking_loss/y_score`||
-|`sklearn/sklearn.metrics._ranking/label_ranking_loss/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/ndcg_score/y_true`||
-|`sklearn/sklearn.metrics._ranking/ndcg_score/y_score`||
-|`sklearn/sklearn.metrics._ranking/ndcg_score/k`||
-|`sklearn/sklearn.metrics._ranking/ndcg_score/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/ndcg_score/ignore_ties`||
-|`sklearn/sklearn.metrics._ranking/precision_recall_curve/y_true`||
-|`sklearn/sklearn.metrics._ranking/precision_recall_curve/probas_pred`||
-|`sklearn/sklearn.metrics._ranking/precision_recall_curve/pos_label`||
-|`sklearn/sklearn.metrics._ranking/precision_recall_curve/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/roc_auc_score/y_true`||
-|`sklearn/sklearn.metrics._ranking/roc_auc_score/y_score`||
-|`sklearn/sklearn.metrics._ranking/roc_auc_score/average`||
-|`sklearn/sklearn.metrics._ranking/roc_auc_score/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/roc_auc_score/max_fpr`||
-|`sklearn/sklearn.metrics._ranking/roc_auc_score/multi_class`||
-|`sklearn/sklearn.metrics._ranking/roc_auc_score/labels`||
-|`sklearn/sklearn.metrics._ranking/roc_curve/y_true`||
-|`sklearn/sklearn.metrics._ranking/roc_curve/y_score`||
-|`sklearn/sklearn.metrics._ranking/roc_curve/pos_label`||
-|`sklearn/sklearn.metrics._ranking/roc_curve/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/roc_curve/drop_intermediate`||
-|`sklearn/sklearn.metrics._ranking/top_k_accuracy_score/y_true`||
-|`sklearn/sklearn.metrics._ranking/top_k_accuracy_score/y_score`||
-|`sklearn/sklearn.metrics._ranking/top_k_accuracy_score/k`||
-|`sklearn/sklearn.metrics._ranking/top_k_accuracy_score/normalize`||
-|`sklearn/sklearn.metrics._ranking/top_k_accuracy_score/sample_weight`||
-|`sklearn/sklearn.metrics._ranking/top_k_accuracy_score/labels`||
-|`sklearn/sklearn.metrics._regression/_check_reg_targets/y_true`||
-|`sklearn/sklearn.metrics._regression/_check_reg_targets/y_pred`||
-|`sklearn/sklearn.metrics._regression/_check_reg_targets/multioutput`||
-|`sklearn/sklearn.metrics._regression/_check_reg_targets/dtype`||
-|`sklearn/sklearn.metrics._regression/explained_variance_score/y_true`||
-|`sklearn/sklearn.metrics._regression/explained_variance_score/y_pred`||
-|`sklearn/sklearn.metrics._regression/explained_variance_score/sample_weight`||
-|`sklearn/sklearn.metrics._regression/explained_variance_score/multioutput`||
-|`sklearn/sklearn.metrics._regression/max_error/y_true`||
-|`sklearn/sklearn.metrics._regression/max_error/y_pred`||
-|`sklearn/sklearn.metrics._regression/mean_absolute_error/y_true`||
-|`sklearn/sklearn.metrics._regression/mean_absolute_error/y_pred`||
-|`sklearn/sklearn.metrics._regression/mean_absolute_error/sample_weight`||
-|`sklearn/sklearn.metrics._regression/mean_absolute_error/multioutput`||
-|`sklearn/sklearn.metrics._regression/mean_absolute_percentage_error/y_true`||
-|`sklearn/sklearn.metrics._regression/mean_absolute_percentage_error/y_pred`||
-|`sklearn/sklearn.metrics._regression/mean_absolute_percentage_error/sample_weight`||
-|`sklearn/sklearn.metrics._regression/mean_absolute_percentage_error/multioutput`||
-|`sklearn/sklearn.metrics._regression/mean_gamma_deviance/y_true`||
-|`sklearn/sklearn.metrics._regression/mean_gamma_deviance/y_pred`||
-|`sklearn/sklearn.metrics._regression/mean_gamma_deviance/sample_weight`||
-|`sklearn/sklearn.metrics._regression/mean_poisson_deviance/y_true`||
-|`sklearn/sklearn.metrics._regression/mean_poisson_deviance/y_pred`||
-|`sklearn/sklearn.metrics._regression/mean_poisson_deviance/sample_weight`||
-|`sklearn/sklearn.metrics._regression/mean_squared_error/y_true`||
-|`sklearn/sklearn.metrics._regression/mean_squared_error/y_pred`||
-|`sklearn/sklearn.metrics._regression/mean_squared_error/sample_weight`||
-|`sklearn/sklearn.metrics._regression/mean_squared_error/multioutput`||
-|`sklearn/sklearn.metrics._regression/mean_squared_error/squared`||
-|`sklearn/sklearn.metrics._regression/mean_squared_log_error/y_true`||
-|`sklearn/sklearn.metrics._regression/mean_squared_log_error/y_pred`||
-|`sklearn/sklearn.metrics._regression/mean_squared_log_error/sample_weight`||
-|`sklearn/sklearn.metrics._regression/mean_squared_log_error/multioutput`||
-|`sklearn/sklearn.metrics._regression/mean_tweedie_deviance/y_true`||
-|`sklearn/sklearn.metrics._regression/mean_tweedie_deviance/y_pred`||
-|`sklearn/sklearn.metrics._regression/mean_tweedie_deviance/sample_weight`||
-|`sklearn/sklearn.metrics._regression/mean_tweedie_deviance/power`||
-|`sklearn/sklearn.metrics._regression/median_absolute_error/y_true`||
-|`sklearn/sklearn.metrics._regression/median_absolute_error/y_pred`||
-|`sklearn/sklearn.metrics._regression/median_absolute_error/multioutput`||
-|`sklearn/sklearn.metrics._regression/median_absolute_error/sample_weight`||
-|`sklearn/sklearn.metrics._regression/r2_score/y_true`||
-|`sklearn/sklearn.metrics._regression/r2_score/y_pred`||
-|`sklearn/sklearn.metrics._regression/r2_score/sample_weight`||
-|`sklearn/sklearn.metrics._regression/r2_score/multioutput`||
-|`sklearn/sklearn.metrics._scorer/_cached_call/cache`||
-|`sklearn/sklearn.metrics._scorer/_cached_call/estimator`||
-|`sklearn/sklearn.metrics._scorer/_cached_call/method`||
-|`sklearn/sklearn.metrics._scorer/_cached_call/args`||
-|`sklearn/sklearn.metrics._scorer/_cached_call/kwargs`||
-|`sklearn/sklearn.metrics._scorer/_check_multimetric_scoring/estimator`||
-|`sklearn/sklearn.metrics._scorer/_check_multimetric_scoring/scoring`||
-|`sklearn/sklearn.metrics._scorer/_passthrough_scorer/estimator`||
-|`sklearn/sklearn.metrics._scorer/_passthrough_scorer/args`||
-|`sklearn/sklearn.metrics._scorer/_passthrough_scorer/kwargs`||
-|`sklearn/sklearn.metrics._scorer/check_scoring/estimator`||
-|`sklearn/sklearn.metrics._scorer/check_scoring/scoring`||
-|`sklearn/sklearn.metrics._scorer/check_scoring/allow_none`||
-|`sklearn/sklearn.metrics._scorer/get_scorer/scoring`||
-|`sklearn/sklearn.metrics._scorer/make_scorer/score_func`||
-|`sklearn/sklearn.metrics._scorer/make_scorer/greater_is_better`||
-|`sklearn/sklearn.metrics._scorer/make_scorer/needs_proba`||
-|`sklearn/sklearn.metrics._scorer/make_scorer/needs_threshold`||
-|`sklearn/sklearn.metrics._scorer/make_scorer/kwargs`||
-|`sklearn/sklearn.metrics.cluster._bicluster/_check_rows_and_columns/a`||
-|`sklearn/sklearn.metrics.cluster._bicluster/_check_rows_and_columns/b`||
-|`sklearn/sklearn.metrics.cluster._bicluster/_jaccard/a_rows`||
-|`sklearn/sklearn.metrics.cluster._bicluster/_jaccard/a_cols`||
-|`sklearn/sklearn.metrics.cluster._bicluster/_jaccard/b_rows`||
-|`sklearn/sklearn.metrics.cluster._bicluster/_jaccard/b_cols`||
-|`sklearn/sklearn.metrics.cluster._bicluster/_pairwise_similarity/a`||
-|`sklearn/sklearn.metrics.cluster._bicluster/_pairwise_similarity/b`||
-|`sklearn/sklearn.metrics.cluster._bicluster/_pairwise_similarity/similarity`||
-|`sklearn/sklearn.metrics.cluster._bicluster/consensus_score/a`||
-|`sklearn/sklearn.metrics.cluster._bicluster/consensus_score/b`||
-|`sklearn/sklearn.metrics.cluster._bicluster/consensus_score/similarity`||
-|`sklearn/sklearn.metrics.cluster._supervised/_generalized_average/U`||
-|`sklearn/sklearn.metrics.cluster._supervised/_generalized_average/V`||
-|`sklearn/sklearn.metrics.cluster._supervised/_generalized_average/average_method`||
-|`sklearn/sklearn.metrics.cluster._supervised/adjusted_mutual_info_score/labels_true`||
-|`sklearn/sklearn.metrics.cluster._supervised/adjusted_mutual_info_score/labels_pred`||
-|`sklearn/sklearn.metrics.cluster._supervised/adjusted_mutual_info_score/average_method`||
-|`sklearn/sklearn.metrics.cluster._supervised/adjusted_rand_score/labels_true`||
-|`sklearn/sklearn.metrics.cluster._supervised/adjusted_rand_score/labels_pred`||
-|`sklearn/sklearn.metrics.cluster._supervised/check_clusterings/labels_true`||
-|`sklearn/sklearn.metrics.cluster._supervised/check_clusterings/labels_pred`||
-|`sklearn/sklearn.metrics.cluster._supervised/completeness_score/labels_true`||
-|`sklearn/sklearn.metrics.cluster._supervised/completeness_score/labels_pred`||
-|`sklearn/sklearn.metrics.cluster._supervised/contingency_matrix/labels_true`||
